Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue
Full Stack Java Developer/Azure DevOps,-1,"5+ years Back-end/microservices/web Java Senior Developer (full stack is welcome), Must have experience in Azure Portal development and integration to Function Apps, App service, KeyVault, storage accounts, etc. Past Walgreens Experience is a MUST
Show less",4.3,PARKER HOUSE MANUFACTURING CO INC,Remote,201 to 500 Employees,--,Company - Private,Information Technology Support Services,Information Technology,$5 to $25 million (USD)
DevOps Engineer,$84K - $113K (Glassdoor est.),"OVERVIEW
The DevOps Engineer is responsible for overseeing Sun's cloud infrastructure and automation, including but not limited to AWS, Azure, Google and/or Oracle. They help direct the planning and implementation of enterprise IT system initiatives and facilitate the daily maintenance of the IT system operation, while engaging with peers and leaders throughout the company to ensure operations are maintained through collaborative efforts. They work closely with internal dev and IT ops teams to ensure cloud-based applications are running efficiently.

JOB DUTIES
Responsible for incident management & root cause analysis.
Manages & participates in the design & ongoing support of Suns systems & cloud data centers including DR strategies to ensure high availability.
Acts as a technical SME on systems, operations & best practices from a cloud data center perspective.
Oversees integration & initial config of all new cloud system solutions & enhancements to existing solutions in accordance with established best practices.
Manages the administration & patches of all cloud systems & their corresponding or associated software including server, storage, appliance & all other associated systems.
Adheres to enterprise security standards with respect to operations, systems, information, & access.
Engages in ongoing communication with peers and partner teams to ensure enterprise-wide understanding of system goals, solicits feedback, & fosters cooperation.
Responsible for daily monitoring & support of production workloads.
Acts as a SME and cross trains peers in other Cloud SaaS platforms including AWS, Azure, Google, & Oracle.
Maintains up-to-date knowledge & documentation of IT systems including awareness of new or revised solutions, improved processes, & development of new technologies for improved performance.
Responsible for developing and delivering scripts & automation tools used to build, integrate, test, & deploy software releases.
Implements & automates security controls, governance processes, & compliance validation.
Other duties as assigned.

REQUIREMENTS
Bachelor's Degree (Preferred)
2 years experience working in AWS or Azure provisioning, operating, and managing cloud-based solutions.
AWS Certified DevOps Engineer- Professional
Azure Certified DevOps Engineer - DOP - C01
Knowledge of the Microsoft platform (IIS, .NET, Web Services, SQL Server, Windows Server)
Good written & verbal communication skills with the ability to document & communicate technical information to IT professionals
Advanced computer proficiency in Microsoft Office Suite, including Microsoft Visio (or similar diagraming tools)
Experience using at least one of the following Infrastructure as Code (IaC) tools: Terraform, AWS CloudFormation, AWS CDK, or Azure Resource Manager
Experience working with & managing Azure DevOps
Experience working with a source control management system (GitHub or Azure DevOps) & familiar with branching/merging concepts
Experience configuring & managing CI/CD pipelines
Experience with Application Performance Monitoring tools such as New Relic, Data Dog, AppDynamics, or Stackify
Experience supporting best practices around Public & Private Key management
Knowledge of technology development methodologies, testing processes, technical relationships, data security, & compliance standards (i.e. Sarbanes-Oxley, ISO 27001)
Strong understanding of project management principles
Experience using Apache CloudStack
Experience with Container technology such as Docker, Kubernetes, & Fargate
Ability to travel to Sun's Main Office in Southfield, MI at least once per quarter if hired as a remote team member

BENEFITS
At Sun Communities, you will be part of an industry-leading organization where you will be challenged, inspired, rewarded and transformed. We place a high priority on our team members, and this is a big part of what sets us apart. We will ask you to give us your very best every day, and will challenge you with interesting work, stretch assignments, a collaborative and supportive work environment and plenty of learning and growth. In exchange, we will reward you with great pay, advancement opportunities, paid time off, great benefits, and flexibility.
Comprehensive Medical and Prescription coverage with 4 plan options so you can choose the plan that best meets the needs of you and your family
Comprehensive Dental and Vision Plans
On-Site Fitness Center with Free Personal Training & Group Fitness Classes
Voluntary Health and Dependent Care Reimbursement Accounts
Life, Accidental Death & Dismemberment Insurance and Dependent Life
Short and Long-Term Disability Coverage
401(k) Plan with Sun matching contribution
Employee Assistance Program
Identity Theft Insurance
Legal Assistance Plan
Pet Insurance
Tuition Reimbursement program providing financial support to team members who further their formal education
Vacation RV Site Discounts for team members when visiting SunRV Resorts across the nation
Team Member Perks & Discounts program with hundreds of discounts on things like travel, merchandise, mobile phone service, and more
Up to six weeks of paid parental leave for the birth of a child, adoption, or placement of a child
Paid Time Off including ten holidays, vacation, personal, sick time, bereavement and pay for jury duty

Apply for a Corporate Headquarters (HQ) position, located in the Metro Detroit, Michigan market today.
Join our Talent Community and explore Corporate Headquarters jobs at Sun Communities.
Show less",3.9,PARKER HOUSE MANUFACTURING CO INC,"Southfield, MI",1001 to 5000 Employees,1975,Company - Public,Real Estate,Real Estate,$1 to $5 billion (USD)
SENIOR DEVSECOPS SYSTEMS ENGINEER,-1,"Full Time
Remote

Summary of essential job functions
GigaTECH, LLC. is seeking a Senior DevSecOps Engineer to support a project team that will modernize and automate targeted activities using IT industry innovations in Continuous Integration – Continuous Delivery (CI/CD) and automation to develop frameworks with processes, tools, and standards. Frameworks will serve as learning environments for experimentation, piloting, automating all or partial development, test, and deployment process segments, and automating previously manual services. The candidate will seek to leverage product/software configuration management and testing to evolve automation and product capabilities.
GigaTECH is a US Small Business Administration (SBA) and Center for Veterans Enterprise (CVE)-verified Service-Disabled Veteran-Owned Business (SDVOSB) who provides Federal clients system and technology integration, program management, business process optimization, and enterprise solutions.
This is a remote position.
Position Responsibilities:
Evaluate, design, develop, implement, maintain, and test software and systems through a DevSecOps framework.
Analyze processes – diagramming architectures, recommending solutions.
Provide support for configuration management, CI/CD DEVSECOPS software development, and software testing processes (AUTOMATION).
Develop frameworks for automated testing.
Assist software testers in automating structured testing processes.
Troubleshoot and spot technical and integration issues.
Implement, use, and maintain repositories and databases, such as SQL, MS SQL, Oracle, Azure DevSecOps, and Configuration Management Database (CMDB) repositories.
Required Skills and Experience:
Knowledge and expertise in Continuous Integration/Continuous Delivery (CI/CD) and automation within software processes, including product assurance, configuration management, and software testing.
Expertise in evaluating, designing, developing, implementing, maintaining, and testing software and systems.
Expertise in developing frameworks for automated testing and assisting software team in automating structured testing processes.
Adept at troubleshooting and spotting technical and integration issues.
Advanced experience in implementing, using, and maintaining repositories and databases, such as SQL, MS SQL, Oracle, Azure DevSecOps, and Configuration Management Database (CMDB) repositories.
Advanced experience with IT industry, CI/CD, and open-source tools, such as GitHub, Jenkins, OpenShift/Kubernetes, Docker, Terraform, JSON, Maven, and JavaScript.
Advanced experience with open-source technologies and cloud services, such as Amazon Web Services (AWS) or Microsoft Azure.
Ability to effectively identify priorities, work individually and within teams, and use team collaboration to devise complete solutions.
Strong communications skills and the experience to translate technical needs in plain words for greater understanding both in discussion and documentation.
Proficiency in using desktop tools, such as MS Word, Excel, PowerPoint, and diagramming applications.
Qualifications:
Bachelor’s Degree – Computer Science, Engineering Software Engineering (Master’s preferred)
7 years’ experience
SAFe certifications a plus
AWS or Azure Certifications – Desired
Experience working in the Federal Government, Veteran’s Administration (VA) experience is a plus
Active VA Public Trust clearance (preferred)
This is a Remote Position
Principles Only
Show less",4.8,PARKER HOUSE MANUFACTURING CO INC,United States,1 to 50 Employees,--,Company - Private,--,--,Unknown / Non-Applicable
DevOps Engineer,$95K - $135K (Glassdoor est.),"We’re Giddy, the World's Largest Sexual Health Platform. Giddy can enrich lives with accurate, engaging, personalized sexual health information. Our flagship product is an ED device called Eddie, which is an FDA Registered Class II medical device. Here at Giddy, we aim to enrich lives with accurate, engaging, personalized sexual health information. Giddy’s platform enables people to take charge of their sexual health, gain access to doctors and specialists who can offer quick, reliable responses to confidential issues and review award winning educational articles and resources.
getmegiddy.com | eddiebygiddy.com | giddyhealth.com
Giddy is looking for a DevOps Engineer to join our growing development team. This individual will be responsible for optimizing our deployment pipelines and driving innovations in our application development lifecycle. In this role, you will play a key part in deploying a new software system with an adaptable and open architecture, seamlessly integrating it with critical mission applications.
What you will be doing:
Implement CI pipelines for projects and use DevOps principles and practices to get the most out of the tool chain
Automate environment deployments into varied and complex environments
Collaborate with team members from all parts of the development lifecycle, from development to operations to security, solving technical challenges, and providing and receiving guidance and mentorship
Provide rapid response to troubleshoot and triage production issues
Apply information security best practices and respond to security events
Provide support to cloud and virtualized infrastructure, to include the monitoring of infrastructure components, applying OS patches, and troubleshooting activities
Qualifications
Bachelor’s degree in Computer Science, Engineering, or a related field
3+ years of experience in a DevOps role
Expertise in AWS, Google Cloud Platform, and/or Azure
Strong knowledge of CI/CD tools such as Jenkins, GitLab, CircleCI, etc
GitRepo & codebase management experience
Familiarity with infrastructure as code tools like Terraform or CloudFormation
Understanding of monitoring and alerting platforms like Prometheus, Grafana, and ELK stack
Strong automation skills scripting in languages like Bash, Python, or similar and experience in the usage of configuration management tools such as Ansible, Chef, or similar
Excellent communication and leadership skills
Giddy is an Equal Opportunity Employer and considers applicants for employment without regard to race, color, religion, sex, orientation, national origin, age, disability, genetics or any other basis forbidden under federal, state, or local law.
Show less",3.6,PARKER HOUSE MANUFACTURING CO INC,"Austin, TX",1 to 50 Employees,2016,Company - Private,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,Unknown / Non-Applicable
Infrastructure Engineer,-1,"About Density
Density’s mission is to measure and improve our footprint on the world.
We help companies understand how their workplaces are used. At Density, we build one of the most advanced people sensing systems in the world. Density can tell you how many people are in any room in near real-time, with very high degrees of accuracy and without invading privacy.
We translate that data into actionable, opinionated insights that help companies increase the financial and experiential performance of any workplace. Today, we work with companies ranging from Fortune 1000 to high growth such as Uber, Pinterest, Shopify and Okta, occupying more than a billion square feet worldwide.
The result: lower emissions, less waste, better access, safer buildings and better designed cities. It is a long term pursuit and one we could use your help achieving. That’s where you come in.



Show more",3.3,PARKER HOUSE MANUFACTURING CO INC,Remote,1 to 50 Employees,2014,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable
Sr. Salesforce DevOps Developer,$79K - $115K (Glassdoor est.),"Position Title
Sr. Salesforce DevOps Developer

Location
Headquarters-Troy, MI

Job Summary
Design, build, implement, and maintain a modern DevOps pipeline for Salesforce spanning across multiple development teams with emphasis on security, scalability, ease of use, productivity, auditability, and release management needs. Minimize and resolve deployment/migration issues and navigate nuances of Salesforce Metadata API while providing feedback loops to teams for improvement. Work closely with entire Salesforce team including developers, admins, analysts, and QA. Position reports to Regional HQ in Troy, MI, with telecommuting from any location in the U.S. permitted. Travel to Regional HQ in Troy, MI on an as needed basis.

Job Responsibilities:
Position Requirements: Bachelor’s Degree in Computer Science or Engineering (Computer, Electrical, Electronics) or related field and 7 years of SFDC experience. Of the required 7 years, 2 years must include experience in SFDC Dev Ops/ SDLC methodologies (Agile, SCRUM and/ or Waterfall) and Feature Branching and Pull Requests using Git-based tools.
Salary range and benefits: From $123,781.00 to $140,055.80. Refer to
www.flagstar.com/careers
for a listing of employee benefits.
Submit resume and salary requirements to: Flagstar Bank, FSB, Attention: Human Resources Department, 5151 Corporate Drive, Troy, Michigan 48098 or you may upload your resume via our website by visiting
www.flagstar.com
and clicking on “Careers”.
Flagstar Bank, FSB is an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, religion, color, national origin, sex, age, status as a protected veteran, or status as a qualified individual with a disability.
Show less",3.5,PARKER HOUSE MANUFACTURING CO INC,"Troy, MI",1001 to 5000 Employees,1987,Company - Public,Banking & Lending,Financial Services,$500 million to $1 billion (USD)
Cloud/DevOps Developer,-1,"JOB TITLE: Cloud/DevOps Developer

Fully remote

MUST HAVE SKILLS (Most Important):

Four or more years experience with AWS
Four or more years of DevSecOps experience or infrastructure experience.
Python, Django, HTML, jQuery, Bash scripting experience.
AWS SDK and CLI experience.
JSON CloudFormation & Terraform experience.
Linux and Windows System Administration experience.
Cloud Networking and Security Experience with JIRA, Jenkins, Ansible, GIT, Confluence.
Basic DB and SQL experience

DESIRED SKILLS:
We are seeking a Software Developer for our public cloud engineering & automation team focused on building tools and solutions for infrastructure and application deployments across multiple clouds..This role will be the frontend and backend developer working extensively to provide CI/CD solutions that comply with organizational standards.

The Cloud Engineering and Automation team is responsible for enabling new services in the public cloud, building new automated CI/CD tools and processes for infrastructure and application code deployments across multiple clouds, stability and continuous improvements of the core orchestration platform..

Core Responsibilities

You will be working with existing code as well as developing, integrating, and testing new features for cloud-native serverless APIs and web portal
Work with customers to define requirements and own the projects from inception to deployment
Ensure code quality by implementing test automation and unit tests

You'll need to have :

Core experience and knowledge on Cloud & User Experience:
Bachelors degree and 4 or more years of relevant work experience
Hands-on experience of IaC tools like CloudFormation/Terraform, with proficiency in creating automated CI/CD pipelines using Jenkins, Groovy and Ansible
Working knowledge of Python, ReactJS and NodeJS
Experience developing serverless applications using AWS lambda
Working knowledge of interacting with RDBMS
Working knowledge of writing and consuming REST APIs
5 years of software development experience
Working experience with Agile/ Scrum methodologies
Working knowledge of public cloud providers (AWS, GCP, Azure, OCI)
Experience with modern source control repositories (e. g. Git) and DevOps tools (Jenkins/ Ansible etc)
Strong communication skills & ability to present to peers and leaders to build consensus and enthusiasm behind the public cloud

Even better if you have:

Other IT experience/ skills:
Public Cloud Certifications - AWS Solutions Architect Associate or similar
Familiarity with multiple cloud service EC2, ALB, API Gateway, RDS in AWS, functions, compartments, load balancers in OCI
Experience with container platforms and container technologies (Docker, Kubernetes, etc.)
Experience with open source applications, frameworks, and concepts

EDUCATION/CERTIFICATIONS:

Desired Certifications -
AWS Certified Solution Architect, DevOps Engineer or Security Specialty Certifications.

LOGISTICS:
Shift: Standard 9-5 (M-F)
Show less",4.5,PARKER HOUSE MANUFACTURING CO INC,United States,51 to 200 Employees,--,Contract,Computer Hardware Development,Information Technology,$5 to $25 million (USD)
Cloud Dev Ops Engineering Tier 3,-1,"Cloud DevOps Engineer – Tier 3

NIKSUN is the recognized worldwide leader in making the Unknown Known, by using next-generation technology that revolutionizes the way networks and services are secured, protected, and managed. The company develops and deploys a complete range of award-winning forensics, compliance, security surveillance, and performance management solutions for applications ranging from core infrastructures to edge and branch environments.
Responsibilities

Respond to customer incidents by conducting preliminary assessments to product or system issues. Debug problems and track until resolution by analyzing the source of the issue and its impact on hardware, network, and storage resources. With your technical expertise, you will support cloud solutions, App installs, release updates & upgrades, testing, deploying, and maintaining and enhancing software solutions. You will address bugs and escalate to engineering, check code in, and verify accuracy, testability, functionality, and efficiency. Also, you should have a good understanding of different hardware components: processing, networking, storage. NIKSUN Cloud Support Engineer is a customer facing role in which you:
Ensure that software apps in cloud operate seamlessly and are well maintained for NIKSUN customers.
Troubleshoot software deployment and release issues and implement fixes/ work arounds.
Lead, manage, and drive incidents to resolution adhering to severity standards, escalating unresolved problems to next engineering level at appropriate time.
Run full problem management activities monthly for all incidents.
Build and maintain Knowledge Article database, documenting incident root-causes and potential fixes.
NIKSUN Cloud Support operates 24x7x365, as such you will be working on a shift schedule which may include a rotation of days, nights, weekends, and holidays.
Requirements

Must have 3 to 5 years of experience in DevOps tools (Jenkins, Git, Docker, Kubernetes and Ansible).
Must have 3 years of experience testing, maintaining and/or launching software products.
Must have 3 years of experience in cloud computing (Kubernetes and Docker).
Must have 3 years of experience in UNIX and networking.
Must have 2 years of experience in Database and SQL.

Required Skills and traits.

Motivated self-starter.
Good written and oral communication skills.
NIKSUN encourages teamwork, collaboration, and knowledge sharing.
Mentor other team members and push the team for success.

Professional Requirements

Bachelor’s Degree in computer science or equivalent software engineering discipline.

Qualified applicants will receive consideration for employment without regard to age, race, creed, color, religion, sex, national origin, ancestry, marital status, affectional or sexual orientation, gender identity or expression, disability, nationality, or protected veteran
Show less",2.9,PARKER HOUSE MANUFACTURING CO INC,"Princeton, NJ",51 to 200 Employees,1997,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable
Senior DevOps Engineer,-1,"Project Description
At Client, the Wealth Management Planning and Discovery development team is responsible for integrating with and extending a vendor-based financial planning tool. The system will be used by 19,000+ Financial Advisors to help clients in their financial planning needs. The system will also be integrated with various cloud and in-house applications to achieve the best users experience for the end users.
Responsibilities
Manage timelines/deliverables within the team towards the successful delivery of projects.
Design software solutions by interacting with portfolio managers, traders, operations staff, and peers to understand requirements.
Develop solutions that are in line with the client's technology biases, deliver efficiency and scalability, and enable new trading activities.
Provide knowledge transfer to team members and support staff through application demos, walkthroughs, and documentation.
Computing Services Platform (on-prem) Major Requirement
Build automation for the Vmware environment
Must have
Bachelor's degree in Computer Science, Management Information Systems or related field, or relevant experience
6 or more years experience in Server, Storage, or other Infrastructure System Administration, with knowledge of both Linux and Windows OS
Expertise with large and complex Infrastructure Automation initiatives using Ansible, PowerShell, and other common scripting/programming languages (Python, YAML, Bash, PowerCLI)
Ansible on-prem is the most important skill set required; the ideal candidate is able to write Ansible playbooks by himself.
Ability to develop complex technical requirements and system designs with an understanding of business and technical implications
Formal training/Certification in Agile/DevOps practices (SAFe 5 Agile) and a general understanding of Application Development processes
Excellent communication skills with business partners, vendors, technology peers, and across multiple levels of leadership
Motivated Self Starter with the ability to work with limited guidance
Continuous learner with the desire to develop and apply new skills
Nice to have
Expertise in Service Now administration and ITOM
Ability to demonstrate thought leadership and an innovation mindset
Foundational experience with Cloud Computing/Cloud Server Administration/IaaS (Azure & AWS)
Languages
English: C1 Advanced
Seniority
Senior
Relocation package
If needed, we can help you with relocation process.
Vacancy Specialization
DevOps
Ref Number
VR-101187
Show less",4.1,PARKER HOUSE MANUFACTURING CO INC,Remote,10000+ Employees,2000,Company - Public,Information Technology Support Services,Information Technology,Unknown / Non-Applicable
Staff Software Platform-DevOps Engineer,$140K - $200K (Employer est.),"Hammerspace delivers a Global Data Environment that spans data centers, AWS, Azure, and Google cloud infrastructure. With origins in Linux, NFS, Open standards, Flash and deep file system and data management technology leadership, Hammerspace delivers the world’s first and only solution to connect global users with their data and applications, on any existing data center infrastructure or AWS, Azure and Google services.
Hammerspace is seeking a seasoned Platform Engineer with experience in Python and Linux to join our team responsible for packaging, deployment, and configuration of Hammerspace, on-premise and in the cloud.

Responsibilities
Work with Software Architects and Product Management to design, implement and enhance product features related to installation, system configuration, software upgrade, failure handling and recovery.
Integrate and manage system components and services at the platform layer.
Work with members of the engineering organization to automate and improve internal development and test workflows using DevOps best practices.
Develop software confidence and reliability by using best practices and current software patterns, writing clear and understandable code which lends itself to maintainability.
Participate in all aspects of peer code reviews.
Work with the test team to provide TOIs and review test plans and test automation.
Work with Customer Support and customers, if needed to resolve issues in the field.
Work remotely with a global team, communicating effectively via Slack, Zoom, Email, Confluence, Jira and Bitbucket.

Qualifications
Expertise and a genuine interest in the Linux operating system.
Excellent Python and scripting skills.
Experience debugging complex issues in a highly available distributed environment.
Experience integrating and troubleshooting open-source packages.
Working knowledge of source control management systems such as Git.
Experience delivering and supporting features across multiple releases.
5+ years of related experience with a BS in Computer Engineering or equivalent degree.

Additional Desired Skills:
Proficiency in RedHat Linux management (systemd, kickstart, RPMs, grub).
Experience with virtual machines and containers.
Experience with automation and deployment tools such as Terraform, Ansible, and SaltStack.
Storage system domain knowledge (NFS, SMB, block, and object storage).
Networking domain knowledge.
Experience with CI/CD tools such as Jenkins.
Experience building and integrating Java, C, and C++ applications.
Familiarity with deploying virtual machines in AWS, Azure, and Google Cloud.

The anticipated base salary range for this role is $140,000 to $200,000. Actual compensation will be determined by several factors including, but not limited to, level of professional/education experience, skills/abilities, internal equity, and budgetary considerations. In addition, Hammerspace offers a broad range of health plans for medical, dental, vision, life and disability. We also offer 401k plans and flexible time off.
Show less",3.8,PARKER HOUSE MANUFACTURING CO INC,United States,1 to 50 Employees,--,Company - Private,--,--,Unknown / Non-Applicable
DevOps Engineer,$80.00 Per Hour (Employer est.),"Role/Title: - DevOps Engineer
Hybrid, Charlotte , North Carolina
Job Responsibilities
· Lead by example in a team of highly skilled, talented Cloud Analytics Engineers
· Collaborate and partner with counterparts from Security, Enterprise Architecture, and CIO application teams
· Design and implement solutions that measure and demonstrate the value of our service offering.
· Always maintain an audit ready posture
· Implement automation that validates controls for security, compliance, and audit
· Stay up with technology trends. The right candidate has a passion for technology and will push for constant improvement, even if we try and fail and tweak the solution and try again.
· Lead initiatives that improve Cloud Engineering, Cloud Enablement and even our Infrastructure organization.
· Stay focused on business objectives and use measurements to track success of our architecture and implementation in achieving those objectives
· Champion a collaborative development approach in tune with our Agile methodology that encourages and accepts contributions and emphasizes transparency.
· Assist with the architecture and implementation of infrastructure-as-code, and policy-as-code objectives.
Preeti W
US IT Recruiter
Lucid Technologies Inc
E: Preeti.w@lucidtechinc.com
F: 214-889-5857­­­ X 211
W: www.LucidTechINC.com
Job Type: Contract
Salary: Up to $80.00 per hour
Experience:
Azure: 1 year (Preferred)
AWS: 1 year (Preferred)
Kubernetes: 1 year (Preferred)
Work Location: On the road
Show less",-1,PARKER HOUSE MANUFACTURING CO INC,"Charlotte, NC",-1,-1,-1,-1,-1,-1
Azure Infrastructure Engineer,$80K - $108K (Glassdoor est.),"What you'll do: • Run our infrastructure with Terraform, Azure PaaS and/or Kubernetes. • Make monitoring and alerting notify on symptoms and not on outages. • Document so your findings turn into repeatable actionsand then into automation. • Improve the deployment process to make it as boring as possible. • Debug production issues across services and levels of the stack. • Proposes ideas and solutions within the product team to reduce the workload by automation. • Plan, design and execute solutions within product team to reach specific goals agreed within the team. • Plan and execute configuration change operations both at the application and the infrastructure level. • Actively look for opportunities to improve the availability and performance of the system by applying the learnings from monitoring and observation • Complete Root Cause Analysis (RCA) investigations • Responsible for gaining a deep understanding of the portfolio and understand the integrations • Improving DevOps practices and accelerating delivery and take a lead role in troubleshooting technical issues and recommending changes to improve resiliency • Develop strategic technology roadmaps • Respond to TechOps incidents and provide support for customer incidents. Minimum Qualifications- Education & Prior Job Experience: • Bachelors degree in Computer Engineering, Computer Science, Electrical Engineering or related field, and 5 years of experience • General knowledge of the following areas with deep knowledge in 2 areas: • Implement ""Infrastructure as Code"" using Terraform in Azure and on-prem infrastructure resources • Implement Github , GHA CI/CD and ADO cloud for automation • Load balancing the application including Proxies and CDN (automate) • Implementing monitoring, observability in AKS and K8S • Monitoring and Metrics in Dynatrace, Prometheus, Grafana and integrations with Moogsoft/xMatters • Open source Logging infrastructure • Able to script Automated performance testing scenarios for APIs and Web front ends and embed in CI/CD pipelines dashboarding/reporting query languages Our benefits package includes: • Comprehensive medical benefits • Competitive pay, 401(k) • Retirement plan • and much more!
Show more",4.3,PARKER HOUSE MANUFACTURING CO INC,Dallas-Fort Worth,201 to 500 Employees,--,Company - Private,Information Technology Support Services,Information Technology,$5 to $25 million (USD)
Public Cloud Operations - Infrastructure Engineer III,$96K - $132K (Glassdoor est.),"JOB DESCRIPTION

You belong to the top echelon of talent in your field. At one of the world's most iconic financial institutions, where infrastructure is of paramount importance, you can play a pivotal role.
As a Public Cloud Operations Infrastructure Engineer III at JPMorgan Chase, within the Consumer and Community Bank, Infrastructure and Production Management, you utilize strong knowledge of software, applications, and technical processes within the infrastructure engineering discipline. Apply your technical knowledge and problem-solving methodologies across multiple applications of moderate scope.

Job responsibilities
Applies technical knowledge and problem-solving methodologies to projects of moderate scope, with a focus on improving the data and systems running at scale, and ensures end to end monitoring of applications
Resolves most nuances and determines appropriate escalation path
Executes conventional approaches to build or break down technical problems
Drives the daily activities supporting the standard capacity process applications
Partners with application and infrastructure teams to identify potential capacity risks and govern remediation statuses
Considers upstream/downstream data and systems or technical implications
Makes significant decisions for a project consisting of multiple technologies and applications
Adds to team culture of diversity, equity, inclusion, and respect
Required qualifications, capabilities, and skills
Formal training or certification on infrastructure engineering concepts and 3+ years applied experience
Demonstrated experience managing or operating applications in public cloud at scale with a strong emphasis on AWS and proven experience with Unix, Linux or Windows
Strong knowledge of one or more infrastructure disciplines such as hardware, networking terminology, database, storage engineering, deployment practices, integration, automation, scaling, resilience, and performance assessments
Experience with monitoring and observability tooling such as Cloud Watch, Dynatrace and DataDog
Experience with chaos engineering concepts and tooling.
Strong knowledge of one or more infrastructure disciplines such as hardware, networking terminology, databases, storage engineering, deployment practices, integration, automation, scaling, resilience, and performance assessments
Strong knowledge of one or more scripting languages (e.g., Scripting, Python, etc.)
Experience with multiple cloud technologies with the ability to operate in and migrate across public and private clouds
Ability to leverage infrastructure engineering knowledge of additional domains, data fluency, and automation knowledge including experience with automation tools such as Ansible
Preferred qualifications, capabilities, and skills
AWS Associate level certification in Developer, Solutions Architect or DevOps
Experience managing and operating, large scale, mission critical applications
Experience with logging systems including Splunk or ELK
Experience developing process, tooling and methods to help improve operational maturity
Experience working in an agile environment using tools such as Jira and Confluence


ABOUT US
JPMorgan Chase & Co., one of the oldest financial institutions, offers innovative financial solutions to millions of consumers, small businesses and many of the world’s most prominent corporate, institutional and government clients under the J.P. Morgan and Chase brands. Our history spans over 200 years and today we are a leader in investment banking, consumer and small business banking, commercial banking, financial transaction processing and asset management.


We recognize that our people are our strength and the diverse talents and perspectives that they bring to our global workforce are directly linked to our success. We are an equal opportunity employer and place a high value on diversity and inclusion at our company. We do not discriminate on the basis of any protected attribute, including race, religion, color, national origin, gender, sexual orientation, gender identity, gender expression, age, marital or veteran status, pregnancy or disability, or any other basis protected under applicable law. In accordance with applicable law, we make reasonable accommodations for applicants’ and employees’ religious practices and beliefs, as well as any mental health or physical disability needs. (If you are a US or Canadian applicant with a disability and wish to request an accommodation to complete the application process, please contact us by calling the Accessibility Line (US and Canada Only) 1-866-777-4690 and indicate the specifics of the assistance needed.)


We offer a competitive total rewards package including base salary determined based on the role, experience, skill set, and location. For those in eligible roles, we offer discretionary incentive compensation which may be awarded in recognition of firm performance and individual achievements and contributions. We also offer a range of benefits and programs to meet employee needs, based on eligibility. These benefits include comprehensive health care coverage, on-site health and wellness centers, a retirement savings plan, backup childcare, tuition reimbursement, mental health support, financial coaching and more. Additional details about total compensation and benefits will be provided during the hiring process.


JPMorgan Chase is an Equal Opportunity Employer, including Disability/Veterans



ABOUT THE TEAM

Our Consumer & Community Banking Group depends on innovators like you to serve consumers, small businesses, municipalities and non-profits. You’ll support the delivery of award winning tools and services that cover everything from personal and small business banking as well as lending, mortgages, credit cards, payments, auto finance and investment advice. This group is also focused on developing and delivering cutting edged mobile applications, digital experiences and next generation banking technology solutions to better serve our clients and customers.
Show less",4.0,PARKER HOUSE MANUFACTURING CO INC,"Wilmington, DE",10000+ Employees,1799,Company - Public,Banking & Lending,Financial Services,$10+ billion (USD)
