Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue
SOFTWARE TEST ENGINEER,$9K - $11K (Employer est.),"SOFTWARE TEST ENGINEER


Req #:
223503

Department:
APPLIED PHYSICS LABORATORY

Job Location:
Seattle Campus

Posting Date:
06/08/2023

Closing Info:
Open Until Filled

Salary:
$8,500 - $11,250 per month

Other Compensation:

Shift:
First Shift

Benefits:
As a UW employee, you will enjoy generous benefits and work/life programs.


As a UW employee, you have a unique opportunity to change lives on our campuses, in our state, and around the world. UW employees offer their boundless energy, creative problem-solving skills, and dedication to building stronger minds and a healthier world.

UW faculty and staff also enjoy outstanding benefits, professional growth opportunities, and unique resources in an environment noted for diversity, intellectual excitement, artistic pursuits, and natural beauty.

The Electronic and Photonic Systems team at the Applied Physics Laboratory at the University of Washington is hiring – see yourself at APL!

The Applied Physics Laboratory is a research unit at the University of Washington. Our research expertise is in ocean physics and engineering, ocean and medical acoustics, polar science, environmental remote sensing, and signal processing. We conduct research and development that is sponsored by a variety of federal and state agencies and take great pride in our long-standing status as a US Navy-designated University Affiliated Research Center (UARC). Our work takes place not only on the University of Washington campus and medical centers, but in field locations around the world – at sea, in the air, and on polar ice caps. We apply rigorous scientific inquiry and engineering excellence in pursuit of solutions to important problems for the good of our region, nation, and world.

Diversity is a core value at the University of Washington and the Applied Physics Laboratory shares this commitment. We are focused on building and sustaining an inclusive and equitable research environment for all students, staff, and collaborators. We believe every member of our team enriches our community by exposing us to a broad range of ways to understand and engage with the world, identify challenges, and discover, design, and deliver solutions.

The Electronic and Photonic Systems (EPS) Department delivers software updates annually, and designs and implements major hardware tech refreshes as needed to align with the Navy mission requirements to leverage new technology.

The Applied Physics Lab has an outstanding full-time opportunity for a Software Test Engineer. The Software Test Engineer will be an integral member of a software development team that builds state-of-the-art real-time applications used for a long-running Navy program.

The successful candidate will be responsible for all phases of software testing from development through final release. This position will need to closely work with individual developers and the team to create effective test plans and strategies as well as clearly communicate test results and software issues as they arise. They will work with developers to perform exploratory testing of newly implemented features to provide early feedback in the development process, including system-wide testing that will require coordination with the entire team to effectively test the system to uncover bugs and issues before releasing it to the customer.

This position must develop a deep understanding of the code architecture, requirements, and system concept of operations to conduct exploratory testing in an attempt to find bugs and investigate system performance. They will take necessary measures to ensure that incoming code is validated to fit the requirements and not instigate any errors through code review and unit tests. This position will be responsible for maintaining and documenting system configuration to ensure that systems at both the APL and the customer will be running at the same level.

This role will be responsible for creating, documenting, and conducting formal test procedures with developers at APL and the customer to ensure implemented features match formal documented requirements. They will be responsible for formally documenting test results in reports and a bug database and presenting them to the team during weekly calls and periodic program reviews.

The incumbent will also propose new test tools and methods to the team and help implement them in order to improve the overall test process and coverage. The testing of services and user interfaces will require the use of various simulators, software log reports, and analysis of recorded media through the use of in-house test tools. This position will also work with developers to create and maintain various scripts used in system updates or installations. The successful candidate must have good skills at discovering the root cause of software issues, understand how to replicate them, and communicate the issues with the developers to allow issues to be quickly resolved.

Major Duties and Responsibilities:

Software Testing:
Works as an integral member of the software development team to test new features as they are being created, as well as regression testing to make sure new features do not introduce bugs in other parts of the system.

Performs formal release testing of full system functionality before releases are made to the customer in order to identify issues early before the system is fielded to operations.

Writes and updates unit tests as needed during development.


Reporting and Documenting:
Creates formal test documentation and procedures.

Updates and maintains test documentation and procedure to fit system requirements.

Creates formal test reports and uses a bug-tracking system as part of the release process.

Analyzes requirements and reports any potential gaps or issues that might arise in future development.


Integration and Deployment Management:
Performs code review before code integration.

Performs existing unit tests before code integration.

Creates and maintains update/installation scripts (Bash and PowerShell scripts).

Communicates with customers to ensure the proper installation of delivered software.


Project Management:
Plans the releases of the application.

Coordinates development with other team members.

Ensures timely completion of the project.



Requirements:
Bachelor’s degree in Computer Science, Electrical Engineering, or a similar field with 4 to 5 years of related work experience.
At least four years of software engineering/testing experience, which includes:

At least four years of experience in software application development/testing.

US Citizenship.

Must be eligible to obtain and maintain a Department of Defense security clearance.

Experience in Manual and Automated Testing.

Experience in Unit tests.

Understanding of software development process.

Understanding of software testing process within Software Development Life Cycle (SDLC).

Demonstrated success working independently and as part of a team, and interacting cooperatively with people to solve problems effectively.

Demonstrated excellent organizational skills, including:

Documentation

Attention to detail

Communication skills

Time management

Experience with software revision control systems such as SmartSVN.

Experience with collaborative bug-tracking systems such as Redmine and JIRA



The person hired into this position must be a U.S. citizen and successfully obtain and continue to maintain a Department of Defense (DOD) Personnel Security Clearance. The process for obtaining a DOD Security Clearance can be view using the following links: Processing Applicants (dcsa.mil) or General Investigations and Clearance Processes (dcsa.mil)

Equivalent education/experience will substitute for all minimum qualifications except when there are legal requirements, such as a license/certification/registration.

Desired:
Current possession of an active Department of Defense security clearance.

Master’s degree in Computer Science or Electrical Engineering.

Familiarity with Linux network configuration.

Experience with databases JDBC, JPA/Hibernate, Spring Data, and SQL.

Experience with Virtual Machines.

Experience with RAID technology.

Experience with system and application performance monitoring tools.

Linux systems operation experience with CentOS and RedHat.

Experience in Bash/PowerShell scripts.

Experience in Java Unit Test Frameworks.


Application Process:The application process may include completion of a variety of online assessments to obtain additional information that will be used in the evaluation process.These assessments may include Work Authorization, Cover Letter and/or others. Any assessments that you need to complete will appear on your screen as soon as you select “Apply to this position”. Once you begin an assessment, it must be completed at that time; if you do not complete the assessment, you will be prompted to do so the next time you access your “My Jobs” page. If you select to take it later, it will appear on your ""My Jobs"" page to take when you are ready. Please note that your application will not be reviewed, and you will not be considered for this position until all required assessments have been completed.

Committed to attracting and retaining a diverse staff, the University of Washington will honor your experiences, perspectives and unique identity. Together, our community strives to create and maintain working and learning environments that are inclusive, equitable and welcoming.
The University of Washington is an affirmative action and equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, gender expression, national origin, age, protected veteran or disabled status, or genetic information.
To request disability accommodation in the application process, contact the Disability Services Office at 206-543-6450 or dso@uw.edu.
Applicants considered for this position will be required to disclose if they are the subject of any substantiated findings or current investigations related to sexual misconduct at their current employment and past employment. Disclosure is required under Washington state law.
Show less",4.2,WebCreek,"Seattle, WA",10000+ Employees,1861,College / University,Colleges & Universities,Education,$1 to $5 billion (USD)
Junior web developer,$40.00 - $45.00 Per Hour (Employer est.),"Skill Require : Experience =1.5+ Years with the following technologies and languages: HTML, CSS, Javascript, & AngularJS, C#, .NET, and Entity Framework, Web Services such as RESTful Web API's, Microsoft SQL Server Relational Database Models, 3-tier, 2-tier, n-tier architectures, Git version control systems, Scrum & Agile Methodologies
1- Ability to deal effectively with the needs of technical peers, technical and user management, users, vendors, and staff members, and to communicate clearly and effectively in spoken and written form.
2-1099 Contractor - Contract to Hire
3-Hourly rate = $40-$45 /hr
4-Hours per week = 40
5-Experience = 1.5+ Years
6-Job Location: San Antonio, New Braunsfels, Schertz, San Marcos, Canyon Lake, Leon Valley, Pleasanton, Corpus Christi, Brownsville, Harlingen, TX

Send your resume to career@inwizards.com

Contact No. - +91-8878665353
Show less",4.3,WebCreek,"San Antonio, TX",51 to 200 Employees,2013,Company - Private,Software Development,Information Technology,Unknown / Non-Applicable
Front-End Developer,-1,"Raincross is seeking a front-end developer that is hard working and passionate when it comes to building interactive websites. Through the use of HTML, CSS and JavaScript, candidates should be able to build the foundation for a website that can be easily scaled.
Requirements
Excellent HTML and CSS skills
Experience with responsive design/implementation
Experience working on CMS & e-commerce platforms such as: WordPress, Drupal, Joomla, Magento, Shopify & WooCommerce
Practices methods to ensure browser & device compatibility
Strong understanding of Jquery/JavaScript
Familiar with Photoshop and how to grab image assets from PSD files
Passionate about the web industry and keeping up on the latest technology trends
Ability to self-manage multiple projects and deadlines in a fast paced environment
Strong interpersonal skills that encourage team cooperation, promote enthusiasm, and motivate strategic thinking
1-2+ years experience creating websites in a production environment
1-2+ years of related experience (agency experience is a plus, academic and non-professional experience will be considered); Bachelor’s degree in web design/online media preferred
Must have good verbal and written communication skills
Must be able to provide examples of work
Responsibilities
Take Photoshop-based website designs and convert them into W3C compliant front-end code.
Style HTML elements after content is entered on a website
Modification and maintenance of websites and web applications
Hand coding of landing pages upon design completion
Work with the marketing team to build email newsletters
Contribute to the growth of the company by staying up to date on the latest web trends, and offering areas in which you think the company can improve
We’re growing.
We’re one of the most talented online marketing teams in Southern California. If you’re skilled in web design, web development, online marketing or social media strategy, we want to hear from you.
Show less",2.3,WebCreek,"Riverside, CA",1 to 50 Employees,--,Private Practice / Firm,Health Care Services & Hospitals,Healthcare,$1 to $5 million (USD)
Software Engineer,-1,"Duration
Part-Time

Location
Remote

Compensation
Commensurate with experience

Info Incognito is hiring a Software Engineer to work remotely on both internal projects and external client projects.

Position Highlights:

Join a team of qualified professionals working together to solve interesting privacy and technology challenges
Contribute to improvements in population health by facilitating the safe and secure sharing of clinical, biological, and epidemiological images and data for research and other valuable purposes
Gain valuable skills and experience
Work remotely from the comfort of your own home office
Enjoy the convenience of flexible hours
Position Summary:

Participate in the design, development, testing, and operational support for de-identification software applications that will be created for both internal use and external client use.
Provide consulting and application development and integration services for internal and external initiatives.
Help evaluate new tools and technologies.
Attend internal weekly project planning and working meetings.
Attend meetings with clients in support of client projects as needed.
Provide mentoring as requested to internal resources.

Qualifications:

Must be authorized to work in the United States without sponsorship
Bachelor’s or Master’s degree in computer science, mathematics (computer science focus), or equivalent experience
Experience working with PACS (Picture Archiving and Communication System), RIS (Radiology Information System), or EI (Enterprise Imaging) a plus
Experience working with DICOM images and the DICOM standard required
MATLAB programming experience required
Python programming experience required
HIPAA / GDPR compliance experience a plus
De-identification experience a plus
Agile software development experience a plus
GIT experience a plus
FHIR or HL7 experience a plus
EHR system integration experience a plus
Excellent communication, documentation, and team skills required

Notices:

Principals only. Recruiters, please don't contact this job poster.
do NOT contact us with unsolicited services or offers

Qualified and interested candidates, kindly email your resume and salary requirements to:

careers@infoincognito.com",-1,WebCreek,United States,-1,-1,-1,-1,-1,-1
Junior Software Developer,-1,"Primary Function:

The Developer/System Analyst is responsible for the development, testing an implementation of enhancements and support of Infor-CSI Syteline ERP System and related applications to meet the business needs of CNH Reman,
Configuration and disciplined customization that maintains the system/data integrity and protects the investment in enterprise (ERP) systems and databases, preserving the ability to readily apply and implement product upgrades as they become available/stable.

Essential Responsibilities:
Responsible for design, development, maintenance for Infor CSI / Syteline ERP and related business systems following best practices, while maintaining system and data integrity within CNH Reman and integration with external entities.
Responsible for evaluation of business process requirements and providing guidance/recommendation based on the application of standard enterprise system processes as priority over any customization or manual systems that would adversely affect the system/integration integrity or the scalability/sustainability of the process and IT support.
Responsible for collaborating with the users to develop and maintain accurate business process documentation and related user instructions for all business activities related to enterprise systems, databases, and information exchanged with external entities and for the period review of the processes/documentation to ensure accuracy, conformance to best practices, and that any changes are reviewed to insure the efficiency, system/integration integrity and the scalability/sustainability of the process and IT support .
When customization is required, responsible for using programming tools and techniques which are compatible with enterprise software/database upgrade processes and conform to best practices for development, testing, promotion, and deployment.
Responsible for acting as liaison between user/enterprise and vendor support on any issues that arise and communication of same to all members of the IT team.
Responsible for Leading/Participating in application development, upgrade projects, testing, documentation of test results, collaboration with stake holders during the development process, documentation of project through project management and inserting comments within the revised code, develop work instructions, perform user acceptance testing, and change management of projects.
Job Specifications:
Impact::
User efficiency in performing business transactions and accessing transaction-based information.
Maintaining integration of business processes, resulting in consistent basis for decisions, data integrity, and enterprise efficiency.
Maintaining business process sustainability and scalability facilitates growth.
Design and develops data transformation using T-SQL, SSRS, SSIS and Mongoose programming languages.
Develop, implement, analyze and optimize SQL queries/stored procedures.
Analyze existing SQL queries/stored procedures for performance improvements.
Assisting in implementing automated testing platforms.
Supports implementations of enhancements and fixes by providing coding knowledge
Develops support tools.
Assist peers and may act as a lead for company projects.
Train department personnel and develop training materials and procedures
Keeps stake holders informed of all enhancements, troubleshooting, and fixes; assists the stake holder in determining if and how system enhancements may improve process flow and business function.
Creates required technical documentation.
Design, create and maintain databases and tables structures based on business requirements
Translate use cases into functional software applications/automated processes
Analyzes and implements ETL development solutions to meet the business needs. May use tools such as the following: MS Visual Studio, SQL Server, SSIS, Mongoose.
Consults with analysts and technical staff, determines needs and designs ETL solutions for more complex problems. Suggest alternate approaches to meet user needs.
Responsible for troubleshooting, debugging ETL and creating unit tests.
Creates technical documentation.
Conducts tasks and assignments as directed while looking for efficiencies.
Conducts code reviews and acts as a resource to others to resolve problems.
Leverage GitHub version control to track and backup changes to company software.
Participates in release management process helping migrate changes to production environments.
Leverage .NET framework languages to create software solutions to the company’s needs.
Other duties as assigned.
Communication: :
Must communicate with users, management, and IT staff to define and ensure that system solutions:
Meet or exceed the business requirements defined for the project.
Ensure efficiency, system/integration integrity, and the scalability/sustainability of the process and IT support.
Must communicate with Finance to ensure that necessary fiscal/audit controls are maintained.
Must Communicate with Safety department to ensure all OSHA 1910 standards are followed
Must Communicate with Quality department to ensure all ISO standards are followed
Requirements:
Bachelor’s Degree in computer science or related field with emphasis on application technology, business, or industrial technology OR with hands-on programming and/or cross functional business process analysis experience that exceeds the normal minimum requirement for this position.
Minimum of 2 years of experience as a programmer/systems analyst configuring, customizing, or extending/integrating commercial applications
Strong knowledge in C# programming language
Strong knowledge and experience with Microsoft Transact SQL (T-SQL)
Knowledge of VB.NET
Knowledge of web development technologies (CSS, JavaScript, HTML, etc.)
Knowledge of REST API
Understanding of standard software development practices.
C# Programming Language (.Net, Visual Studio, etc.)
Understanding of T-SQL Queries, Stored Procedures, DataViews, Triggers, Functions and Constraints.
Ability to understand and analyze commercial cross functional integrated business systems
Strong written and communication skills
Ability and willingness to work in an environment providing extended support (some second shift, some weekend/year-end)
Ability to think critically to comprehend and document complex system requirements.
Demonstrated programming expertise with Windows based languages/scripts/tools, SQL application side services, and event driven applications.
Ability to organize, plan, and prioritize work to achieve personal and company goals.
Walking, standing, stooping, bending, lifting, reaching.
Minimum GED or High School diploma.
Overtime as needed
Must be able to read MSDS sheet.
Preferred:
Infor CloudSuite Industrial (CSI) ERP Software (Syteline) forms, tables and IDO’s.
Microsoft SSRS or other tabular reporting technologies.
Understanding of software version control processes.
ERP Supply Chain experience
Microsoft (SSRS, SSIS, or SSAS)
SyteLine form development
Mongoose Reporting & DataViews
Microsoft Teams, SharePoint, & Office Suite
Seagull Bartender Software
GitHub Version Control Systems
NET web technologies (Blazor, MVC, Webforms)
NET clickonce deployed applications (WPF, WinForms)

Benefit Package Includes:
Competitive Pay and Quarterly Bonus Program
Low Premium Health, Dental, Vision and Disability Insurance
Company-Paid Life Insurance
Paid Holidays and Vacation
Generous 401(k) Plan
Excellent Tuition Reimbursement
Safety Reimbursements
Employee Assistance Program
Wellness Program
Please feel free to apply to as many positions as you are interested in.
Show less",4.0,WebCreek,"Springfield, MO",10000+ Employees,2013,Company - Public,Machinery Manufacturing,Manufacturing,$10+ billion (USD)
Software Programmer,$59K - $100K (Glassdoor est.),"Job Description:
Competencies:
A go-getter, and willing to roll up their sleeves when necessary.
Proactive, can operate resourcefully in dynamic environments.
Highly organized and diligent, attention to detail and follow through to complete tasks unsupervised.
Be able to work effectively both without guidance and as a team.
Thorough understanding of design, testing, and modification of programs and applications.
Proficient with or the ability to quickly learn the coding and programming languages used in the organization, specifically RPG/CL/SQL
Position Responsibilities:
Collaborates with stakeholders to assess usability needs, requirements and specifications for the requested program or application.
Designs and programs applications and software to meet identified needs.
Maintain and update production versions of computer application software.
Creates and/or modifies end user documentation and training documents. Provides training to end users on effective use of applications and programs.
Help-desk liaison – troubleshoot user problems with ERP system, Power System or pc networking.
Provide primary services related to day to day operation of computer systems. This includes system backups of primary computers, the maintenance of backup media libraries and installation and cleaning of peripheral equipment. Analyzes existing program logic to identify causes of program malfunctions; modifies program logic to eliminate problems or increase the operational efficiency of the program.
Assist/backup other members of the IT Department.
Maintains knowledge of trends and developments in related areas of technology and programming.
Take ownership in our business results and your personal wellness.
General Duties: Performs other related duties as assigned
Essential education, licenses, certifications, skills and experience:
Advanced education in computer science, or related field and 1 – 3 years’ experience (or equivalent experience or certifications).
Proficient in programming languages such as: RPG, CL, SQL
Experience with IBMI Power System preferred
INFOR XA ERP knowledge preferred
Show less",4.0,WebCreek,"Fairfield, IA",Unknown,--,Company - Private,Machinery Manufacturing,Manufacturing,Unknown / Non-Applicable
Software Programmer,-1,"Job Description:
Competencies:
A go-getter, and willing to roll up their sleeves when necessary.
Proactive, can operate resourcefully in dynamic environments.
Highly organized and diligent, attention to detail and follow through to complete tasks unsupervised.
Be able to work effectively both without guidance and as a team.
Thorough understanding of design, testing, and modification of programs and applications.
Proficient with or the ability to quickly learn the coding and programming languages used in the organization, specifically RPG/CL/SQL
Show more",4.0,WebCreek,"Fairfield, IA",Unknown,--,Company - Private,Machinery Manufacturing,Manufacturing,Unknown / Non-Applicable
Software Engineer III - C#,$98K - $135K (Glassdoor est.),"Company Description

McDonald’s evolving Accelerating the Arches growth strategy puts our customers and people first, and leverages our competitive advantages to strengthen our brand. We are recognized on lists like Fortune’s Most Admired Companies and Fast Company’s Most Innovative Companies.
Doubling Down on the 4Ds (Delivery, Digital, Drive Thru, and Development)
Our growth pillars emphasize the important role technology plays as the leading, global omni-channel restaurant brand. Technology enables the organization through digital technology, and improving the customer, crew and employee experience each and every day.
Global Technology forging the way
Leading the digitization of our business is the Technology organization made up of intrapreneurs who build industry defining tech using the latest innovations and platforms, like AI and edge computing to deliver on the next set of cutting-edge opportunities for the business. At McDonald’s you get to solve technology innovation challenges at an incredible scale, and work across global teams who are always hungry for a challenge. This provides access to exciting career paths for technologists. It’s bonus points when you get to see your family and friends use the tech you build at their favorite McD restaurant.
Check out the Global Technology Technical Blog to learn how technology is directly enabling the Accelerating the Arches strategy.

Job Description

The Commercial Product & Platform vision develops global technology products and platforms that delight our customers and enable our crews to operate our restaurants reliably and effectively.
Software Engineer III reports to the Sr Engineering Manager, Chapter Lead. In this role, you will partner with our Product Management and Architecture teams to coordinate execution of the forward-looking vision of McDonald’s Digital Technologies and the high-value transformation initiatives that will fuel our journey.
That said, the biggest area of increase in our spending has been in technology, which is helping to drive our growth. We’re looking at how to use technology to improve the customer experience; build new customer experiences; reduce or eliminate repetitive task areas and make employees’ jobs more exciting. With all the new projects and initiatives, it is an exciting time to be on the team that is helping to make a Better McDonald's!
Responsibilities:
Contribute to all aspects of the agile development life cycle including design, development, documentation, testing and operations.
As a software engineer, you will play a pivotal role in crafting the definition, vision, design, road map and development of product features from beginning to end.
Design, implement, test, deploy and maintain innovative software solutions to transform service performance, adaptability, cost, and security.
Use software engineering best practices to ensure a high standard of quality for all teams work.
Work in an agile, startup-like development environment, where you are always working on the most meaningful priorities.
Provide mentorship and guidance to junior engineers

Qualifications
5+ years of non-internship professional software development experience with programming experience in C#
2+ years of experience contributing to the architecture and design (architecture, design patterns, reliability and scaling) of new and current systems.
Bachelor’s Degree in Computer Science or related field or equivalent years of experience.
Proven knowledge of Computer Science fundamentals (object-oriented design, data structures and algorithm.
Strong verbal and written communication skills, are hard-working and deliver high quality results in a fast-paced environment.
Proven leadership abilities in an engineering environment in driving operational precision and best practices.
Highly quantitative with great judgment and passion for building a great customer experience.
Ability to take a project from scoping requirements to launch to delivery

Additional Information

McDonald’s is committed to providing qualified individuals with disabilities reasonable accommodations to perform the essential functions of their jobs. Additionally, if you (or another applicant of whom you are aware) require assistance accessing or reading this job posting or otherwise seek assistance in the application process, please contact recruiting.supportteam@us.mcd.com
McDonald’s provides equal employment opportunities to all employees and applicants for employment and prohibits discrimination and harassment of any type without regard to sex, sex stereotyping, pregnancy (including pregnancy, childbirth, and medical conditions related to pregnancy, childbirth, or breastfeeding), race, color, religion, ancestry or national origin, age, disability status, medical condition, marital status, sexual orientation, gender, gender identity, gender expression, transgender status, protected military or veteran status, citizenship status, genetic information, or any other characteristic protected by federal, state or local laws. This policy applies to all terms and conditions of employment, including recruiting, hiring, placement, promotion, termination, layoff, recall, transfer, leaves of absence, compensation and training.
Nothing in this job posting or description should be construed as an offer or guarantee of employment.
Show less",3.5,WebCreek,"Chicago, IL",10000+ Employees,1955,Company - Public,Restaurants & Cafes,Restaurants & Food Service,$10+ billion (USD)
Java Software Engineer- Apple Services Engineering,-1,"Summary

Posted: Nov 13, 2023

Weekly Hours: 40

Role Number:200519830

Apple Services Engineering (ASE) first delighted users with downloadable music in April 2003 with the opening of the iTunes Store. Since then, ASE has delivered countless innovations around the digital delivery of audio and video, and in 2008 revolutionized smartphone app distribution with the launch of the App Store. The Apple Services Engineering media platforms organization is looking for a Software Engineer to join the Asset Management team. We are responsible for storing and delivering the many petabytes of files used by the content import, review, processing, and distribution systems. Our systems store, track, and deliver every app, song, movie, and video - both streamed and downloaded. Come help build and own the services and systems that underlay the growth of the App Store, Apple TV+, & Apple Music.

Key Qualifications

Key Qualifications


Proficiency in Java and related tooling, such as Bazel, Gradle, Maven
Expertise in data modeling & object-oriented programming
Kubernetes and related tooling (Helm, Kompose, etc.)
Proven understanding of authentication and authorization fundamentals
Experience with JSON and REST APIs
BONUS QUALIFICATIONS
Experience with React and/or Svelte
Experience with Apache Traffic Server
Experience with Cassandra
Protocol-level understanding of HTTP
Understanding of TCP/IP, networking, and maximizing transfer efficiency of very large files
Experience with Spark
Knowledge of cryptographic APIs and proper use of cryptographic primitives
Experience & knowledge of Open Telemetry and distributed tracing


Description

Description

You will be working with a small, focused team to design, build, maintain, deploy, support, and enhance new and existing micro-services responsible for the management and protection of content assets within the Apple Services Engineering organization. This includes the development, maintenance, and support various Java client libraries (using HTTP, REST, JSON, and/or GRPC). We collaborate closely with other teams across Apple to integrate our systems with theirs, and we also perform direct integration with various legacy codebases. Most of our systems have direct customer impact, so curiosity and attention to detail are essential to success. The team is currently transitioning many of our systems from legacy bare-metal installs onto cloud-based infrastructure based on Kubernetes. This requires understanding of Kubernetes concepts and functional expertise with kubernetes and related tooling. Does this sound like you? Join us!

Education & Experience

Education & Experience

BS/BA in Computer Science/Engineering or equivalent is preferred.

Additional Requirements

Additional Requirements

Pay & Benefits

Pay & Benefits


At Apple, base pay is one part of our total compensation package and is determined within a range. This provides the opportunity to progress as you grow and develop within a role. The base pay range for this role is between $131,500 and $243,300, and your base pay will depend on your skills, qualifications, experience, and location.

Apple employees also have the opportunity to become an Apple shareholder through participation in Apple’s discretionary employee stock programs. Apple employees are eligible for discretionary restricted stock unit awards, and can purchase Apple stock at a discount if voluntarily participating in Apple’s Employee Stock Purchase Plan. You’ll also receive benefits including: Comprehensive medical and dental coverage, retirement benefits, a range of discounted products and free services, and for formal education related to advancing your career at Apple, reimbursement for certain educational expenses - including tuition. Additionally, this role might be eligible for discretionary bonuses or commission payments as well as relocation. Learn more about Apple Benefits.

Note: Apple benefit, compensation and employee stock programs are subject to eligibility requirements and other terms of the applicable plan or program.
Show less",4.2,WebCreek,"Seattle, WA",10000+ Employees,1976,Company - Public,Computer Hardware Development,Information Technology,$10+ billion (USD)
Junior C# Software Developer,$58K - $98K (Glassdoor est.),"Join a dynamic and fast growing team of software engineers delivering complex web solutions. Make a direct impact on the operations of billion dollar companies with the projects you architect and implement. If you're a .Net developer with solid C# development experience and a proven history of learning quickly & rapidly growing your technical skills then this may be the next big opportunity for you.

Responsibilities
Write C# .Net customizations to meet project requirements for specific implementations of our ecommerce, integration and other custom application development projects. This work is based on detailed wire frames, functional design documentation and technical approach specifications (use cases and requirements). Communicate daily with project management team internally via e-mail, on the phone and in person to update on project status (typically stand-up format or similar brief update reviews). Work with technical client team members to resolve any technical issues (if and when needed this is usually via Screenhero, GoToMeeting or similar WebEx style format). Follow internal processes for communicating current project progress, providing time line estimates, and estimating work orders. Work with clients through debugging and quality assurance cycles.
A typical week will include 4-5 stand up style meetings or other brief meeting formats to confirm internal status on projects; typically 1-2 phone meetings with clients to share updates and provide technical support if needed (our PM team runs the meetings 95% of the time); architecting or modifying an Enterprise C# based solution with projects for each customization/layer of the client's project; light work with a MS SQL database, creating LINQ or Entity Framework data layer, setting up back end business logic/workflows, wiring ASP.NET code to the back end workflows (much of the time this is now wiring Angular logic to back end workflows via Restful services - and primarily creating and validating those Restful services); testing completed features; debugging client trouble tickets; suggesting changes on all aspects of the company during a weekly review meeting; and a Friday team breakfast.
As Clarity continues to grow over the next 12-18 months we will be leveraging Client feedback and internal best practices to continue development of a standard code base we leverage for all our Client projects. In addition, Clarity will continue launching several new updates to our ecommerce and integration framework as well as further enhancing and releasing our business intelligence framework. We operate these product development teams in an scrum based agile model for internal development and for many of our client facing customization projects. This mix of internal and client facing projects enables team members to grow their skill set based on new client challenges while having a solid framework to consistently build and improve on throughout.
Requirements
MANDATORY SKILLS
Visual Studio
C#
.NET
ASP.NET
Microsoft SQL Server
PREFERRED SKILLS
Angular
Team Foundation Server / GIT
Entity Framework
JIRA
Unit Testing
MINIMUM QUALIFICATIONS
Bachelor degree in computer science or equivalent.
3+ years .NET web development with proficiency in C#.
3+ years total software development.
Deep understanding of the web development life cycle, including QA.
Experience communicating directly with clients around technical issues.
JOIN A DYNAMIC AND FAST GROWING TEAM OF SOFTWARE ENGINEERS DELIVERING COMPLEX WEB SOLUTIONS
BENEFITS
Health Insurance
Profit Sharing
Paid Time Off
Leadership Opportunities
Positive and Educational Work Environment
Ongoing Training
Rapid Growth
Client Facing Experience
Weekly Team Lunches
The interview process will be thorough, including a personality test and a real world development assessment. Apply only if you demand of yourself the same standards of excellence that you look for in your future company. Please Note: We do not offer relocation for this position at this time. We do not sponsor or transfer visas at this time.
We are excited to hear from you! When you contact us, please send us any relevant material you would like us to review (Apply Today button on the banner). Compensation is competitive. We are based in Austin, TX and hire remotely across the US.
*NOTE:
Please - no faxes or phone calls. NO THIRD-PARTY CONTRACTORS, RECRUITERS, CORP TO CORP OR CONSULTANTS.
Show less",3.7,WebCreek,"Austin, TX",1 to 50 Employees,2006,Company - Private,Internet & Web Services,Information Technology,$1 to $5 million (USD)
