Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue
Front -End Developer,$59K - $97K (Glassdoor est.),"Overview:
ConGlobal is North America's leading operator of intermodal, finished vehicle, and depot service terminals and is dedicated to delivering cutting-edge solutions that revolutionize the way we service our clients. . We are seeking a talented and experienced Front-End Developer to join our growing team. If you are passionate about creating responsive and user-friendly web applications using JavaScript, React, OAuth2, OIDC, and Redux, this is the perfect opportunity for you to make a significant impact.

As a Front-End Developer at ConGlobal, you will play a crucial role in designing, developing, and maintaining our web applications. You will work closely with our cross-functional teams, including designers, back-end developers, and product managers, to create a seamless and engaging user experience. Your expertise in JavaScript, React, OAuth2, OIDC, and Redux will be key in building scalable and performant web application.

Location: Odessa, FL
Hybrid Office Schedule - Remote

Responsibilities:
Collaborate with the design team to translate design prototypes into functional user interfaces.
Develop responsive and user-friendly web applications using React.
Implement OAuth2 and OIDC for secure user authentication and authorization.
Manage application state and data flow using Redux.
Write high-quality, reusable, and maintainable code.
Optimize applications for maximum performance and scalability.
Troubleshoot and debug issues as they arise and provide solutions.
Stay up-to-date with the latest industry trends and best practices in front-end development.
Qualifications:
Bachelor's degree in Computer Science, related field, or equivalent work experience.
Proven experience as a Front-End Developer with a strong focus on JavaScript and React.
In-depth knowledge of OAuth2 and OIDC for user authentication and authorization.
Experience with state management using Redux.
Proficiency in HTML, CSS, and responsive design.
Strong problem-solving skills and attention to detail.
Familiarity with RESTful APIs and data integration.
Excellent communication and teamwork skills.
Ability to work effectively in a fast-paced and collaborative environment.
Preferred Qualifications:
Experience with server-side rendering in React.
Knowledge of unit testing and testing frameworks.
Understanding of Webpack or similar build tools.
Familiarity with version control systems, such as Git.
Experience with containerization technologies (Docker, Kubernetes) is a plus.
Show less",2.9,WebCreek,"Odessa, FL",1001 to 5000 Employees,1984,Company - Private,Rail Transportation,Transportation & Logistics,$100 to $500 million (USD)
Senior Frontend Software Engineer,$79K - $132K (Glassdoor est.),"About the Company
Anza is combining data, technology and expertise to revolutionize the outdated, manual solar and storage procurement process. Our procurement platform and service offers our customers a way to compare many options instantly and then select the highest-value solar and storage products for their projects. Our vision is to be the place the solar and storage industry goes to rapidly make optimal design and procurement decisions.

About the Role
The Senior Frontend Software Engineer will report to the Director of Software Engineering of the company. This is an exciting opportunity to work on a fast-growing intelligent online marketplace business and be a part of Anza’s efforts to transform the industry’s approach to solar module procurement. With more than 1GW of modules procured in 2022 alone, we’re excited about being able to positively influence and improve the value of most of the distributed generation and utility scale projects in the US market.
Position responsibilities include, but are not limited to, the following:
Evaluating our existing codebase, providing leadership and guidance on how it can be improved/refactored with an emphasis on WHY
Implementing new features within the constraints of our existing codebase, because we can’t always afford to replace/refactor
Collaborating with multiple teams to define the contract between frontend and backend systems
Designing and building new web-based tools, components, and applications in a green-field setting
Mentoring junior developers, both face-to-face in conversation and leading by example, demonstrating an appreciation for communication, documentation, testing, and readability
Staying up to date on the latest trends and best-practices in the world of frontend development
While no one individual will possess them all, the successful candidate will bring many of the following experiences, skills, and attributes:
Typescript
React
A strong knowledge of HTTP
Stateless protocols
Server-sent events
Websockets
Connection reuse, lifecycle
GraphQL
SSL
JWT

About Anza’s Culture

At Anza, we don’t accept the status quo. We are driven by a culture of teamwork, a growth mindset and continuous improvement as we pursue our mission to accelerate the adoption of renewable energy. We have surpassed our growth goals since inception and are looking forward to continuing to build a great team and platform. We believe in having an ownership company culture, so we have implemented an attractive equity program. Join us!
Compensation & Benefits
Anza uses an internally equitable and externally competitive total cash approach to compensation. Our benefits package includes medical, dental, vision, health, life, and disability insurance; a comprehensive wellness program; 401(k) plan with company match and immediate vesting; continuing education and professional development assistance; and self-managed flexible work schedules and time-off policies.
Commitment to Diversity and Inclusion
Anza provides equal employment opportunities to all employees and applicants without regard to race, color, religion, gender, age, sexual orientation, national origin, ancestry, disability, genetics, veteran status or any other characteristic protected by state, federal and local laws. In addition to federal law requirements, Anza complies with applicable state and local laws governing nondiscrimination in employment in every location in which the company has facilities. EEO M/F/D/V.
A Note to Third-Party Recruiters
Anza's team coordinates all recruiting and hiring at our company. Anza does not accept unsolicited resumes from third-party recruiters, staffing firms, or related agencies. Resumes are only accepted from third-party recruiters, staffing firms, or related agencies if a signed agreement is in place AND if external recruiting assistance is authorized by the Anza team for a specific position. All unsolicited resumes will be considered the property of Anza. Anza is not responsible for any fees related to unsolicited resumes.
Show less",-1,WebCreek,"Portland, OR",1 to 50 Employees,--,Company - Private,--,--,Unknown / Non-Applicable
Full Stack .NET Developer,$61K - $98K (Glassdoor est.),"*****This is a Remote Position******
Job Summary
Working with the Digital Solutions Director & Sr Systems & Solutions Architect, this role is responsible for the delivery of high-quality software solutions to the business. This will involve the design, development, implementation, and support of software solutions and working collaboratively with colleagues to come up with innovative solutions.
Job Accountability & Scope
Support the full typical software development lifecycle of business solutions.
Developing new software and maintaining existing software in accordance with the company's business requirements.
Estimating, planning, and managing your own work to deliver priorities.
Working with customers to understand user requirements and software needs.
Taking responsibility for investigative work to seek effective solutions.
Assisting with investigation and resolution of problems.
Follow and help refine our development best practices and standards.
Contributing to solution architecture and software design.
Comply with standards, regulations, version control, and product release procedures.
Review release testing for software releases.
Perform review and testing of features and defect fixes implemented by other developers.
Essential Functions/Job Responsibilities & Duties.
Work closely with Managers, Architects and Analysts to develop solutions.
Implement specifications including an understanding of customization, configuration, integration, and extensibility, as well as recognizing boundaries and constraints.
Translate user requirements into functional specifications.
Addressing and remediating security vulnerability findings.
Supporting platform & solution maintenance and administration as required.
Provide optimal design solutions to improve system quality and efficiency.
Maintain technical/support documents.
Measures & Success Criteria
Successful delivery of high-quality software solutions.
Continually updates key stakeholders on status of requests.
Resolves business requirements satisfactorily and on time.

Qualifications

Qualification & Education
Qualification
Minimum of 3 years of relevant development experience.
In-depth understanding of C# .NET development
Education
Degree in computer sciences, software development or related subject or equivalent experience

Primary Location: US-TX-Fort Worth
Work Locations: Fort Worth HQ Office US 2601 Meacham Blvd Floor 4 Fort Worth 76137
Job: Information Technology
Organization: Information Technology - Americas
Schedule: Regular
Full-time
Job Posting: Dec 15, 2023, 10:23:10 AM
Show less",3.4,WebCreek,"Fort Worth, TX",1001 to 5000 Employees,2020,Company - Private,Aerospace & Defense,Aerospace & Defense,$1 to $5 billion (USD)
Junior Web Developer,$60K (Employer est.),"Junior Web Developer
As a Junior Web Developer, you will be an integral part of our Creative team, focusing on designing and developing websites primarily using WordPress. This role is ideal for recent graduates with a degree in Web Development or a related creative field. No previous job experience is required, but a portfolio showcasing a minimum of three websites you have built is essential.

Key Responsibilities:
1. Collaborate closely under the guidance of the Senior Web Developer.

2. Participate in the execution of design layouts using HTML, CSS, and basic JavaScript.

3. Assist in designing website static layouts with tools like Figma, Photoshop, or XD or contribute to in-browser design/development.

4. Work with the Creative team to understand and contribute to website wireframe processes, focusing on functionality.

5. Develop the ability to effectively communicate technical requirements to team members and clients.

6. Learn to manage project schedules and adhere to budget constraints.

7. Assisted in compiling CMS training documentation for clients and participated in conducting remote client training sessions.

8. Contribute to regular maintenance tasks for both agency and client websites.

9. Gain a foundational understanding of design, typography, website navigation and functionality, UI/UX principles, and digital media.

10. Learn to transform design files into coded web pages accurately.

11. Build familiarity with HTML5, CSS3, and basic knowledge of JavaScript/jQuery and PHP.

12. Develop WordPress CMS skills and adapt to new CMS platforms.
13. Stay updated with evolving web design standards and technologies.

Skills & Qualifications:
Basic proficiency in HTML, CSS, and JavaScript.
Basic proficiency in WordPress management
An introductory understanding of PHP is a plus.
Interest in learning about SEO best practices.
Strong written and verbal communication skills.
Ability to work collaboratively as well as independently.
A problem-solving mindset with a focus on finding solutions.
Eagerness to learn web page optimization for security and responsiveness.
Curiosity about network diagnostics and analytical tools.
4-year degree in computer science or related field.

This position offers a unique opportunity to grow and learn in a dynamic and supportive environment, contributing to various exciting web development projects. This is a remote role but preferably looking for candidates local to Fort Wayne, IN and surrounding area.
Show less",-1,WebCreek,"Fort Wayne, IN",-1,-1,-1,-1,-1,-1
Junior Web Developer,-1,"Junior Web Developer
As a Junior Web Developer, you will be an integral part of our Creative team, focusing on designing and developing websites primarily using WordPress. This role is ideal for recent graduates with a degree in Web Development or a related creative field. No previous job experience is required, but a portfolio showcasing a minimum of three websites you have built is essential.

Key Responsibilities:
1. Collaborate closely under the guidance of the Senior Web Developer.

2. Participate in the execution of design layouts using HTML, CSS, and basic JavaScript.












Show more",-1,WebCreek,"Fort Wayne, IN",-1,-1,-1,-1,-1,-1
Unity Developer,-1,"Hitapps is a GameDev company specializing in two areas: Hybrid-casual & Casual (Puzzle/Brain Teasers). We have several successful products in both categories with a combined total of over 80 000 000 downloads, and we are currently featured in the top charts in the Games section. We adhere to principles of openness and transparency, and we are results-oriented while valuing work-life balance.

At the moment, we are looking for a skilled Senior Unity Developer to join our Casual (Puzzle/Brain teasers) team.

Responsibilities:
Participating in the design and development of new products, as well as maintaining existing ones;
Integrating analytical platforms and advertising networks into the projects;
Developing LiveOps projects;
Working with animations and visual effects;
Optimizing the product for various mobile platforms;
Creating solutions capable of demonstrating stable performance in the long term;
Involvement in the full development cycle, including release activities and product evolution.
Why you?
Minimum 4 years of experience working on mobile gaming projects;
Understanding of SOLID principles and OOP design patterns;
Experience with integrating various SDKs into Unity (e.g., Firebase, Analytics, Ads Networks);
Experience in optimizing games for mobile platforms;
UI experience: developing functionality and layout design;
Basic understanding of client-server interactions.
Why us?
Official employment;
High salary level;
Medical insurance;
100% compensation for vacations, sick leave, and day-offs;
Compensation for educational and sports activities;
Work in a team without bureaucracy;
Opportunity to influence processes within the department.
Let's create hits together!
Show less",5.0,WebCreek,Remote,1 to 50 Employees,--,Contract,--,--,Unknown / Non-Applicable
Entry-Level Computer Engineer,$62K - $99K (Glassdoor est.),"Opal Kelly is looking for bright, motivated, energetic individuals to help us develop the best modular FPGA products in the industry.
To apply for a position, please email jobs@opalkelly.com . Please note that we may not be able to respond to every application personally. To put your best foot forward, here are a few suggestions:
Tell us why you want to work for Opal Kelly — how do your talents match our objectives?
Include a resume in PDF format. Please don’t send us Microsoft Word documents.
For hardware positions, include sample HDL for an open source project or a detailed description of a product to which you have contributed significantly.
For software positions, include code samples (of your work!) that illustrate your capabilities to architect and produce reliable, readable, usable software.

We’re looking for a highly motivated engineer to help support our products and internal processes. Tasks will include customer technical support, creating some product marketing materials, and performing internal support activities such as test and verification. You will also be involved in the production and maintenance of new and existing products.
An ideal candidate would be someone who shares a passion for building tools that make other engineers’ jobs easier. Tools that can be applied in a number of different ways to improve the time-to-market of other companies.
Requirements / Experience
Electrical Engineering or Computer Engineering background, B.S. or higher
Excellent verbal, written, and presentation skills
Motivated, engaged, and driven in all things engineering
Background with Verilog and/or VHDL
Superior troubleshooting, debugging, and analytical skills
Experience with FPGA development
Good organizational skills — experience with (and advocate of!) revision control, SVN / GIT preferred
Software programming useful: C / C++ / C# / Java / Python / Ruby
Show less",-1,WebCreek,"Portland, OR",Unknown,--,Company - Public,--,--,Unknown / Non-Applicable
TEMP PROGRAMMER ANALYST I/II,-1,"Description




The Bay Area Air Quality Management District (District) is a regional government agency committed to achieving clean air to protect the public's health and the environment. The District accomplishes this goal by regulating industrial facilities and various outreach and incentive programs to encourage clean air choices.

The District's jurisdiction encompasses seven counties - Alameda, Contra Costa, Marin, San Francisco, San Mateo, Santa Clara, and Napa, and portions of two others - southwestern Solano and southern Sonoma.

The Bay Area Air Quality Management District (District) is a regional government agency, committed to achieving clean air to protect the public's health and the environment. The District accomplishes this goal through regulation of industrial facilities and various outreach and incentive programs designed to encourage clean air choices.

The District's jurisdiction encompasses all of seven counties - Alameda, Contra Costa, Marin, San Francisco, San Mateo, Santa Clara and Napa, and portions of two others - southwestern Solano and southern Sonoma.

The Air District is currently accepting applications for the Programmer Analyst I/II position in the My Air Online Program. This is an open recruitment for three (3) vacancies which are full-time, non- represented positions. This limited-term appointment is expected to end on or before 9/1/2024.

**Temporary employees are eligible for limited medical benefits under CalPERS after exceeding 1,000 hours of work. The District will also provide leave in accordance with the City and County of San Francisco's statute regarding paid sick leave.

Under general supervision, performs computer programming and applications systems design and modification of a routine to complex nature in support of District administrative, business, engineering and other technical services; performs related work as assigned.

Programmer Analyst I is the entry level of this series. Initially under close supervision, incumbents perform routine programming, coding, and computer application work. As technical knowledge and experience are gained, the work becomes increasingly more diversified and difficult and there is greater independence of action within established guidelines and procedures. This class is alternately staffed with Programmer Analyst II and incumbents may advance to the higher level after gaining experience and demonstration proficiency, which meet the qualifications of the higher level class.

Programmer Analyst II is the journey level of this series. Incumbents perform a variety of difficult programming, coding, and computer application work and exercise a greater latitude of independent judgement. This class is distinguished from Systems Analyst in that the latter coordinates, analyzes, designs, implements and evaluates the acquisition, development and maintenance of District-wide management information systems.

Examples of Duties for this Position
Desirable Skills: Microsoft SQL Server, Microsoft Azure Fundamentals, Familiarity with Microsoft.NET, Agile/Scrum knowledge

Gathers, analyzes and documents information regarding user systems and requirements and develops or modifies automated systems to fulfill these needs.

Troubleshoot software problems as needed, for user and information systems personnel.

Maintains current knowledge of technology and new computer user applications.

Designs, codes and tests application programs based on program specifications.

Tests and debugs programs; provides for maintenance and enhancements as assigned.

Conducts feasibility studies and develops system, time, equipment and cost requirements.

Using computer-generated techniques, simulates hardware and software problems, tests and evaluates alternative solutions, and recommends and implements appropriate applications design.

Develops program logic and processing steps; codes programs in appropriate languages using structured programming techniques.

Plans and develops test data to validate new or modified programs; designs input and output forms and documents.

Writes program and design documentation and user procedures and instructions and assists user departments and staff in implementing new or modified programs and applications; tracks and evaluates project and systems progress.

Writes utility programs to support and validate adapted systems and programs.

Writes, modifies and converts computer models, subroutines and data files.

Confers with user department staff regarding assigned functional program areas.

Maintains records and prepares periodic and special reports of work performed.

Maintains current knowledge of technology, including new database systems and database applications.

Minimum Qualifications
A typical way to obtain the knowledge and skills is:

Programmer Analyst I: Equivalent to graduation from a four-year college or university with major coursework in computer science or a closely related field. In addition to the education requirement, two years of experience in applications programming for a mainframe or minicomputer system.

Programmer Analyst II: Equivalent to graduation from a four-year college or university with major coursework in computer science or a closely related field. In addition to the education requirement, two years of experience in applications programming for a mainframe or minicomputer system and two years of programming and systems analysis experience.

Additional experience may be substituted for college education on a year-for-year basis for up to two years of the required education.

How to Apply & Selection Criteria
How to Apply:
Interested individuals must submit a completed BAAQMD application along with a chronological resume and the answers to the supplemental questionnaire to the District's Human Resources Office at 375 Beale Street, Suite 600, San Francisco, CA 94105 by 5:00 p.m. on Tuesday, December 26, 2023. Applications are accepted online only. Please visit our website at www.baaqmd.gov/jobs to apply.

Resumes are required, but not in lieu of the required application materials. Postmarks, faxes, and e-mailed applications will not be accepted.

Except as requested in this announcement, do not include any additional documents, such as letters of recommendation, performance evaluations, work samples, etc. They will not be considered or returned.

Supplemental Questionnaire Instructions:
Individuals who apply for this position must respond to each of the supplemental questions. Both paper and online applications must be received by the Human Resources Office no later than the time and date specified in the vacancy announcement. The responses to the supplemental application questions will be used in accordance with the procedures indicated under the Selection Criteria in the vacancy announcement.

Please limit your responses to one page per question. Do not combine your responses, or reference your application, resume, or any other requested documentation that you have included with your application packet to answer a question. Please be advised that the information you provide will be evaluated ""as is"" and incomplete or illegible applications will likely receive lower ratings. Therefore, it is very important to provide a concise, organized, and easy to follow response to each question.

Selection Criteria:
Selection may be based upon a competitive examination consisting of a written exercise, interview, or combination of the two. Depending on the number of qualified applicants, an application screening and/or panel interview may be used to determine the most qualified applicants. If a panel interview is utilized it will be weighted 100%, and it may include a work exercise that will be scored as a percentage of the total score.

The District may hire from this recruitment process to fill future vacancies occurring within the next 18 months.

Persons with disabilities who may require reasonable accommodations during the application and/or selection process should notify the Human Resources Office at (415) 749-4980.
Show less",3.5,WebCreek,California,201 to 500 Employees,--,Government,Municipal Agencies,Government & Public Administration,$25 to $100 million (USD)
Computer Programmer,$81K - $119K (Glassdoor est.),"Best High Technologies LLC is looking for a full time Computer Programmer. The working Location is Austin, TX 78729.
The candidate will work the following duties under the supervision of the related project manager and manager of operations:

Responsibilities:
Wrote codes by using JavaScript, ReactJS, Redux, HTML and CSS with Atom Text editor.
Used ReactJS - a MVVM Javascript framework to bind data between model, view and render
UI Component in the entire project.
Used Node.js to write server side code to transform the data from back-end to front-end.
Used HTML and CSS to create style sheet and achieve the UI design.
Used Redux for front-end state container to store the global properties and update data by actions of users.
Created React component by using PayPal Kepler library component.
Applied responsive webpages principle in designing website layout to fit different device scenarios while maintaining same user experience using Bootstrap grid system;
Created unit testing by using Sinon and Chai for validating the functionality of functions.
Resolved Web Accessibility issues in each kind of browser such as Chrome, Firefox and IE based on the policy W3C; fixed ADA defects in the Help Center project.
Used GIT to do the version control for updated code version.
Resolved cross-browser issues for Safari, Firefox, Chrome and IE.
Compressed compiled and built multiple script files by using Webpack to improve mobility. And designed simplicity and more maintainable packages for future usage.
Tested and configured AJAX calls to ensure receiving appropriate status when inputting different requests; Worked in the agile environment.
Used Rally to track the implementation of user story and defects.

REQUIRED SKILLS

This position requires the candidate to have at least a bachelor’s degree or equivalent in Computer Science, Software Engineering, Computer Engineering or related field, and proficiency in Javascript, ReactJS, Redux, JQuery, BackboneJS, HTML, CSS, Web Responsive Design and Related software develop techniques.

Please send resume to Best High Technologies LLC, 13 Roszel Rd, STE C204B, Princeton, NJ 08540
Show less",2.7,WebCreek,"Princeton, NJ",Unknown,--,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable
Computer Programmer,$84K - $115K (Glassdoor est.),"Bachelor’s degree or foreign equivalent in Computer Science, Computer Applications, Digital Science, Electronics and/ or Electrical Engineering, Engineering (any) or a related field.
Employer will accept any suitable combination of education, training or experience determined to be equivalent to a U.S. Bachelor’s degree in Computer Science, Information Systems or a related field by an accredited credential evaluation service.

Position Requirements
Special Requirements

Employer will accept any suitable combination of education, training or experience determined to be equivalent to a U.S Bachelor’s degree in Computer Science, Information Systems or a related field by an accredited credential evaluation service.
Position requires travel/relocation to various client locations throughout the U.S.

Duties

Write and test computer applications and software codes.

Collaborate with software developers to code program designs.

Implement new and test existing applications and programs.

Correct errors in the computer codes and update.

Create models and flowcharts of code.

Debug and correct faulty lines of code.

Update and expand existing programs.

Create and update code libraries.

Computer Programmer

Job ID:
CIG-2021#04

Date of Post:
11 June 2021 at 7:00:00 am

No. of Positions:
Multiple

Location:
1400 Corporate Drive, Suite 140, Irving, TX 75038.
Show less",5.0,WebCreek,"Irving, TX",Unknown,--,Company - Public,Information Technology Support Services,Information Technology,Unknown / Non-Applicable
Software Engineer III - C#,$98K - $135K (Glassdoor est.),"Company Description

McDonald’s evolving Accelerating the Arches growth strategy puts our customers and people first, and leverages our competitive advantages to strengthen our brand. We are recognized on lists like Fortune’s Most Admired Companies and Fast Company’s Most Innovative Companies.
Doubling Down on the 4Ds (Delivery, Digital, Drive Thru, and Development)
Our growth pillars emphasize the important role technology plays as the leading, global omni-channel restaurant brand. Technology enables the organization through digital technology, and improving the customer, crew and employee experience each and every day.
Global Technology forging the way
Leading the digitization of our business is the Technology organization made up of intrapreneurs who build industry defining tech using the latest innovations and platforms, like AI and edge computing to deliver on the next set of cutting-edge opportunities for the business. At McDonald’s you get to solve technology innovation challenges at an incredible scale, and work across global teams who are always hungry for a challenge. This provides access to exciting career paths for technologists. It’s bonus points when you get to see your family and friends use the tech you build at their favorite McD restaurant.
Check out the Global Technology Technical Blog to learn how technology is directly enabling the Accelerating the Arches strategy.

Job Description

The Commercial Product & Platform vision develops global technology products and platforms that delight our customers and enable our crews to operate our restaurants reliably and effectively.
Software Engineer III reports to the Sr Engineering Manager, Chapter Lead. In this role, you will partner with our Product Management and Architecture teams to coordinate execution of the forward-looking vision of McDonald’s Digital Technologies and the high-value transformation initiatives that will fuel our journey.
That said, the biggest area of increase in our spending has been in technology, which is helping to drive our growth. We’re looking at how to use technology to improve the customer experience; build new customer experiences; reduce or eliminate repetitive task areas and make employees’ jobs more exciting. With all the new projects and initiatives, it is an exciting time to be on the team that is helping to make a Better McDonald's!
Responsibilities:
Contribute to all aspects of the agile development life cycle including design, development, documentation, testing and operations.
As a software engineer, you will play a pivotal role in crafting the definition, vision, design, road map and development of product features from beginning to end.
Design, implement, test, deploy and maintain innovative software solutions to transform service performance, adaptability, cost, and security.
Use software engineering best practices to ensure a high standard of quality for all teams work.
Work in an agile, startup-like development environment, where you are always working on the most meaningful priorities.
Provide mentorship and guidance to junior engineers

Qualifications
5+ years of non-internship professional software development experience with programming experience in C#
2+ years of experience contributing to the architecture and design (architecture, design patterns, reliability and scaling) of new and current systems.
Bachelor’s Degree in Computer Science or related field or equivalent years of experience.
Proven knowledge of Computer Science fundamentals (object-oriented design, data structures and algorithm.
Strong verbal and written communication skills, are hard-working and deliver high quality results in a fast-paced environment.
Proven leadership abilities in an engineering environment in driving operational precision and best practices.
Highly quantitative with great judgment and passion for building a great customer experience.
Ability to take a project from scoping requirements to launch to delivery

Additional Information

McDonald’s is committed to providing qualified individuals with disabilities reasonable accommodations to perform the essential functions of their jobs. Additionally, if you (or another applicant of whom you are aware) require assistance accessing or reading this job posting or otherwise seek assistance in the application process, please contact recruiting.supportteam@us.mcd.com
McDonald’s provides equal employment opportunities to all employees and applicants for employment and prohibits discrimination and harassment of any type without regard to sex, sex stereotyping, pregnancy (including pregnancy, childbirth, and medical conditions related to pregnancy, childbirth, or breastfeeding), race, color, religion, ancestry or national origin, age, disability status, medical condition, marital status, sexual orientation, gender, gender identity, gender expression, transgender status, protected military or veteran status, citizenship status, genetic information, or any other characteristic protected by federal, state or local laws. This policy applies to all terms and conditions of employment, including recruiting, hiring, placement, promotion, termination, layoff, recall, transfer, leaves of absence, compensation and training.
Nothing in this job posting or description should be construed as an offer or guarantee of employment.
Show less",3.5,WebCreek,"Chicago, IL",10000+ Employees,1955,Company - Public,Restaurants & Cafes,Restaurants & Food Service,$10+ billion (USD)
Computer-Programmer,$122K - $183K (Glassdoor est.),"Date of Posting:
02/10/2017
Terms:
C2C
Duration:
Long term
Number of Positions Available:
Multiple
Job Responsibilities :
Work for complex and diverse network platforms/topologies within a network management center or organization, and may handle enterprise level issues.
Provide technical support by analyzing software data, identifying the root cause of the problem and developing/implementing software solutions.
Work in a team for design, integration, operation and management of enterprise networks, linking a variety of platforms, operating systems, network topologies and network protocols.
Work closely with Global carriers for network and/or data center solutions, which are aligned with SDN principles.
Develop App in Python and Java for SDN based OpenDaylight project
Conduct unit-test of programs and bug-fix.
Take active part in meeting for project plans, project deliverables, and peer code reviews.
Education and Experience:
Bachelor’s degree in computer science with 2+ years of experience or equivalent relevant academic qualifications.
Show less",-1,WebCreek,"Santa Clara, CA",1 to 50 Employees,--,Company - Public,--,--,$5 to $25 million (USD)
Web Developer,$58K - $81K (Glassdoor est.),"Overview:
We are not just offering a job but a meaningful career! Come join our passionate team!

As a Fortune 50 company, we hire the best employees to serve our customers, making us a leader in the insurance and financial services industry. State Farm embraces diversity and inclusion to ensure a workforce that is engaged, builds on the strengths and talents of all associates, and creates a Good Neighbor culture.

We offer competitive benefits and pay with the potential for an annual financial award based on both individual and enterprise performance. Our employees have an opportunity to participate in volunteer events within the community and engage in a learning culture. We offer programs to assist with tuition reimbursement, professional designations, employee development, wellness initiatives, and more!

Visit our Careers page for more information on our benefits, locations and the process of joining the State Farm team!
Responsibilities:
Develop and maintain State Farm websites and web applications for the Performance Marketing Execution teams
Develop and implement effective web development strategies and processes
Take design direction, create, and transform wireframes and mockups into fully functional and visually appealing web pages.
Ensure all web applications are responsive and compliant with the user, legal and regulatory requirements
Write clean and maintainable code, optimized for accessibility standards, SEO and website performance
Develop and maintain clear documentation for website and web applications for assigned efforts
Uses a strong understanding of UI/UX, cross-browser compatibility, general web functions and standards to execute the development of internal and external websites
Researches and applies new technology trends as it relates to the web development
Stays current on technologies and concepts relevant to databases, websites, networks, code development, media formats, and State Farm technology guidelines as applicable to core project responsibilities
#LI-JZ1
Qualifications:
5+ years of experience in full stack web development
Advanced knowledge and hands-on experience working in web technologies, including JavaScript/HTML5/CSS3/jQuery/APIs
Experience using web services and public cloud environments (e.g. AWS, Google Cloud)
Experience building and optimizing Conversion Rate Optimization (CRO) paid media landing pages
3+ years experience working with scalable enterprise grade CMS solutions such as Adobe Experience Manager
Significant experience building and deploying web applications
Experience with responsive and adaptive design
Excellent problem-solving skills
Excellent communication skills
Analytical mindset with numerical aptitude
Ability to work autonomously and navigate through ambiguity
Strong understanding of SEO principles a plus
Show less",3.6,WebCreek,"Bloomington, IL",10000+ Employees,1922,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD)
Computer Programmer,$78K - $130K (Glassdoor est.),"Number of Openings
3
Work Location(s)
Seattle/Houston
Education/Experience
BS degree in Science/ Computer Science/ Engineering (any) or foreign equivalent or equivalent work experience required.

Summary
Java Developers who Build APIs using Apigee platform
Email resumes to Resumes@tanprotech.com
Skills and Competencies
Plan, analyze, design, develop, code, test, debug, implement and document computer programs.
Applying knowledge of programming techniques and computer systems; develops and directs software systems testing procedures.
Design and develop both packaged and systems software including databases.
Create custom software applications for clients; programming and documentation.
Verbal and written communication skills, problem solving skills, customer service and interpersonal skills
Ability to work independently and manage one’s time
Major Job Duties and Responsibilities
Build APIs using Apigee platform.
Write Automation Test cases.
Support the test environments in the global delivery model.
Strong experience in Java/ Javascript/ JSON.
Show less",-1,WebCreek,"Seattle, WA",Unknown,--,Company - Public,--,--,Unknown / Non-Applicable
"Software Engineer, Kafka",$169K - $215K (Glassdoor est.),"What to Expect
Tesla is bringing disruption to two major insductries, Energy and Transportation and helping the world's transition to suatainable energy. To help achieve the company mission, providing a consistent and reliable Data and Middleware platform plays a crucial role. Our Data Platform Engineering team is responsible for managing and delivering always running platform so Tesla can design, build, and support its world class products. In this highly visible and crucial role, you will work with the development and product management teams to design a robust, highly available and scalable consistent and predictaglobal MiddlewareMessaging and Streaming platform to ensure 100%availability for our Engineering, Manufacturing, and IT Applications.
What You’ll Do
Design, build and support highly available Kafka and RabbitMQ clusters to support middleware platforms.
Conduct performance and failover testing to measure and improve platform KPIs.
Resolve production issues including platform tuning, optimization, and recovery.
Perform installation, upgrades, capacity planning, migration across multiple data centers for messaging platform.
Implement High Availability and Disaster Recovery solution to maximize platform availability during planned or unplanned outages.
Use/Develop database automation tools to automate repetitive tasks & self-service.
Respond appropriately to emergency support situations and produce quick and effective solutions to platform technical problems under high pressure.
Participate in an on-call rotation and other duties as defined by management.
What You’ll Bring
Strong experience in designing and building highly available high volume messaging infrastructure with Apache Kafka across data center (e.g., stretch cluster, active/active or active/passive) using Mirror Maker or other replication tools.
Strong experience in Kafka security (Encryption and Authentication with SSL, SASL, and ACLs)
Experience with Kafka topic creation, setting up ACLs on Kafka resources, setting up data pipelines with Kafka connect & KSQL & scripting to automate DB related jobs and make them Self-Service
Good experience with troubleshooting Kafka connection distributed setup, source/sink connectors, Kafka streams and schema registry
Additional experience with Messaging technologies like RabbitMQ, ActiveMQ & Database technologies like Elasticsearch/OpenSearch & MySQL or Clickhouse
Experience with Docker, Kubernetes, and DevOps tools like Ansible, Jenkins, shell, chef, antifactory, python
Excellent communication and documentation skills - ability to work with development teams.
Strong experience in setting up monitoring and management with tools like Prometheus, Grafana or consul.
Bachelor's degree in computer science, electrical engineering, or related field
Show less",3.6,WebCreek,"Fremont, CA",10000+ Employees,2003,Company - Public,Transportation Equipment Manufacturing,Manufacturing,$1 to $5 billion (USD)
